FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_19039113_02,2,40, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2035,61732445312",3
2022_19039114_01,2,49,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1396,34350314553",3
2022_19039114_02,1,52, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1615,38616220383",3
2022_19039115_01,1,72,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1615,38616220383",3
2022_19039115_02,2,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1396,34350314553",3
2022_19039116_01,2,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1396,34350314553",3
2022_19039116_02,2,41, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2035,61732445312",3
2022_19039116_03,2,39, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2035,61732445312",3
2022_19039116_04,1,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1878,59384931774",3
2022_19039116_05,2,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2035,61732445312",3
2022_19039116_06,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1960,87570513483",3
2022_19039116_07,1,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1960,87570513483",3
2022_19039116_08,2,12, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1665,60604098151",3
2022_19039116_09,1,11, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1960,87570513483",3
2022_19039116_10,1,2, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2630,54593884102",3
2022_19039116_11,1,1, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2630,54593884102",3
2022_19039117_01,1,77, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1615,38616220383",3
2022_19039117_02,2,68, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1396,34350314553",3
2022_19039117_03,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1396,34350314553",3
2022_19039120_01,2,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"895,091989195852",3
2022_19039120_02,1,64, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1035,50395013066",3
2022_19039121_01,1,42, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1204,22682648573",3
2022_19039121_02,2,35,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1304,88290029046",3
2022_19039121_03,1,3,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1686,24739669296",3
2022_19039122_01,1,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1204,22682648573",3
2022_19039122_02,2,34, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1304,88290029046",3
2022_19039122_03,1,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1256,97160585566",3
2022_19039122_04,2,6, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1530,37356905654",3
2022_19039123_01,2,34,30,19,19 NUEVO LEÓN,39,039 MONTERREY,"1304,88290029046",3
2022_19039123_02,1,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1256,97160585566",3
2022_19039123_03,1,13,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1256,97160585566",3
2022_19039124_01,2,64, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"895,091989195852",3
2022_19039125_01,2,57,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"1110,95222138523",3
2022_19039125_02,1,36,47,19,19 NUEVO LEÓN,39,039 MONTERREY,"1494,63796356609",3
2022_19039127_01,2,66,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1110,95222138523",3
2022_19039127_02,1,44,56,19,19 NUEVO LEÓN,39,039 MONTERREY,"1494,63796356609",3
2022_19039127_03,2,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1619,56823904509",3
2022_19039127_04,1,14,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1560,10266497644",3
2022_19039130_01,2,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1619,56823904509",3
2022_19039130_02,2,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1619,56823904509",3
2022_19039130_03,2,27, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1619,56823904509",3
2022_19039131_01,1,55, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1285,22590698678",3
2022_19039131_02,2,48,59,19,19 NUEVO LEÓN,39,039 MONTERREY,"1110,95222138523",3
2022_19039131_03,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1494,63796356609",3
2022_19039131_04,2,26, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1619,56823904509",3
2022_19039132_01,2,67,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1116,26297489832",3
2022_19039132_02,1,71,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1291,36975176178",3
2022_19039133_01,2,76,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1116,26297489832",3
2022_19039134_01,2,56,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1116,26297489832",3
2022_19039134_02,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1627,31036111805",3
2022_19039134_03,2,9, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1908,51820094551",3
2022_19039134_04,1,7,2,19,19 NUEVO LEÓN,39,039 MONTERREY,"1866,53378869728",3
2022_19039134_05,2,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1908,51820094551",3
2022_19039135_01,1,44, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1501,78287372784",3
2022_19039135_02,2,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1627,31036111805",3
2022_19039135_03,1,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1567,56052009325",3
2022_19039135_04,2,2, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1931,34736606943",3
2022_19039136_01,1,70, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1291,36975176178",3
2022_19039136_02,2,65, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1116,26297489832",3
2022_19039136_03,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1116,26297489832",3
2022_19039138_01,2,84, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039138_02,2,63, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039138_03,2,57, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039140_01,1,32, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1605,02757328073",3
2022_19039140_02,2,32,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1739,18483528613",3
2022_19039140_03,2,1,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"2064,12380268381",3
2022_19039142_01,1,51,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1380,14895171455",3
2022_19039142_02,2,51,59,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039142_03,1,25, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1605,02757328073",3
2022_19039142_04,1,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1605,02757328073",3
2022_19039142_05,1,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1675,32730699651",3
2022_19039143_01,1,68, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1380,14895171455",3
2022_19039143_02,2,69, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039143_03,2,46, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1193,00391893326",3
2022_19039144_01,1,43,53,19,19 NUEVO LEÓN,39,039 MONTERREY,"2432,10810849171",3
2022_19039144_02,2,44, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2635,39742897949",3
2022_19039144_03,2,19, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2156,3649637707",3
2022_19039144_04,1,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2538,63372539778",3
2022_19039144_05,2,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3090,80804750527",3
2022_19039147_01,1,36, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2432,10810849171",3
2022_19039147_02,2,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2635,39742897949",3
2022_19039147_03,1,7, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3022,81510974742",3
2022_19039149_01,1,37,20,19,19 NUEVO LEÓN,39,039 MONTERREY,"2432,10810849171",3
2022_19039149_02,2,34,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"2635,39742897949",3
2022_19039149_03,1,14,20,19,19 NUEVO LEÓN,39,039 MONTERREY,"2538,63372539778",3
2022_19039149_04,1,4,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"3405,61751010668",3
2022_19039150_01,1,52,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1626,06640129278",3
2022_19039150_02,2,49, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1405,57552630682",3
2022_19039150_03,2,23,55,19,19 NUEVO LEÓN,39,039 MONTERREY,"2049,07595139166",3
2022_19039150_04,1,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039151_01,1,76,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1626,06640129278",3
2022_19039151_02,1,32, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039151_03,2,21, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2049,07595139166",3
2022_19039151_04,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2350,30120268626",3
2022_19039152_01,2,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2049,07595139166",3
2022_19039152_02,1,24, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039152_03,2,2, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2431,91313479838",3
2022_19039152_04,2,1, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2431,91313479838",3
2022_19039153_01,1,47, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1626,06640129278",3
2022_19039153_02,2,43, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2049,07595139166",3
2022_19039153_03,1,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039153_04,1,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1973,8401726068",3
2022_19039153_05,2,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1676,61831232684",3
2022_19039154_01,1,70, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1626,06640129278",3
2022_19039154_02,2,66,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1405,57552630682",3
2022_19039154_03,1,44, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039154_04,1,43, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039154_05,1,42, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1891,01430451984",3
2022_19039154_06,2,41,46,19,19 NUEVO LEÓN,39,039 MONTERREY,"2049,07595139166",3
2022_19039155_01,1,43, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2407,54135992109",3
2022_19039155_02,2,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2608,77725292919",3
2022_19039156_01,2,66, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1789,50587839989",3
2022_19039157_01,1,54, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2070,22342757183",3
2022_19039157_02,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1789,50587839989",3
2022_19039157_03,2,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2134,58349949019",3
2022_19039158_01,1,46, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2070,22342757183",3
2022_19039158_02,1,27, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2407,54135992109",3
2022_19039159_01,1,53,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2070,22342757183",3
2022_19039159_02,2,49,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1789,50587839989",3
2022_19039159_03,2,26,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2608,77725292919",3
2022_19039159_04,1,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2407,54135992109",3
2022_19039160_01,2,33,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2608,77725292919",3
2022_19039160_02,2,6,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"3059,58776419713",3
2022_19039161_01,1,45,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1309,04057481123",3
2022_19039161_02,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1131,53767486644",3
2022_19039161_03,2,15,2,19,19 NUEVO LEÓN,39,039 MONTERREY,"1349,7366390219",3
2022_19039161_04,2,10, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1349,7366390219",3
2022_19039162_01,1,44, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1522,3329442124",3
2022_19039162_02,2,44,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1649,57812246108",3
2022_19039162_03,2,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1649,57812246108",3
2022_19039162_04,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1589,01067759622",3
2022_19039162_05,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1589,01067759622",3
2022_19039162_06,2,10, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1349,7366390219",3
2022_19039163_01,1,43,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1522,3329442124",3
2022_19039163_02,2,46,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1131,53767486644",3
2022_19039163_03,2,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1649,57812246108",3
2022_19039163_04,1,20, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1522,3329442124",3
2022_19039163_05,1,14,48,19,19 NUEVO LEÓN,39,039 MONTERREY,"1589,01067759622",3
2022_19039164_01,2,65,40,19,19 NUEVO LEÓN,39,039 MONTERREY,"1131,53767486644",3
2022_19039164_02,1,67,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1309,04057481123",3
2022_19039164_03,1,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1589,01067759622",3
2022_19039167_01,1,74,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039167_02,2,69,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039167_03,1,41, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1418,12946351392",3
2022_19039167_04,2,40, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039167_05,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039167_06,1,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1418,12946351392",3
2022_19039167_07,1,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1480,24311521634",3
2022_19039167_08,1,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1480,24311521634",3
2022_19039167_09,2,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,34735168035",3
2022_19039167_10,2,9, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1802,20852145894",3
2022_19039168_01,2,49, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039168_02,2,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,34735168035",3
2022_19039168_03,2,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,34735168035",3
2022_19039169_01,1,65, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039169_02,2,63,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039169_03,2,42, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039169_04,2,35, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039169_05,1,3, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1985,76967679956",3
2022_19039170_01,1,79,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039170_02,2,66,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039170_03,2,53, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039170_04,1,50, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039170_05,1,48, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039170_06,2,40, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039171_01,1,71,20,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039171_02,2,62,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039172_01,1,63,45,19,19 NUEVO LEÓN,39,039 MONTERREY,"1219,43692746886",3
2022_19039172_02,2,57,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1054,08407661724",3
2022_19039172_03,1,35, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1418,12946351392",3
2022_19039173_01,1,27,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1418,12946351392",3
2022_19039173_02,2,25, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039173_03,2,7, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1802,20852145894",3
2022_19039173_04,2,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1802,20852145894",3
2022_19039174_01,1,39, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1418,12946351392",3
2022_19039174_02,2,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1536,6647268087",3
2022_19039174_03,1,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1480,24311521634",3
2022_19039174_04,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1762,56275571003",3
2022_19039174_05,2,6, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1802,20852145894",3
2022_19039175_01,2,67, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039175_02,1,71,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1426,04130756431",3
2022_19039176_01,1,32, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1658,39753487086",3
2022_19039176_02,2,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1797,0157594413",3
2022_19039176_03,1,3, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2322,21078650015",3
2022_19039176_04,1,2, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2322,21078650015",3
2022_19039177_01,1,48, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1426,04130756431",3
2022_19039177_02,2,48, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039177_03,1,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1658,39753487086",3
2022_19039177_04,2,23, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1797,0157594413",3
2022_19039177_05,1,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1731,03485714317",3
2022_19039177_06,2,22,2,19,19 NUEVO LEÓN,39,039 MONTERREY,"1797,0157594413",3
2022_19039177_07,1,7,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"2061,18679875803",3
2022_19039177_08,1,4,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"2322,21078650015",3
2022_19039177_09,2,0, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2132,75951330985",3
2022_19039179_01,2,65, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039179_02,1,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1426,04130756431",3
2022_19039179_03,2,59, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039181_01,1,72, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1426,04130756431",3
2022_19039181_02,2,72, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039181_03,2,55, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1232,67337657391",3
2022_19039181_04,2,19, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1470,37474514937",3
2022_19039183_01,2,82,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039183_02,1,39,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"978,434296519655",3
2022_19039183_03,2,46,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039183_04,1,46, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"841,346959481163",3
2022_19039183_05,2,21,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1060,217356486",3
2022_19039183_06,2,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"867,503146344535",3
2022_19039183_07,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1216,07504415126",3
2022_19039183_08,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1060,217356486",3
2022_19039183_09,2,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"867,503146344535",3
2022_19039183_10,1,11, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1021,28942975773",3
2022_19039183_11,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1216,07504415126",3
2022_19039184_01,1,63, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"841,346959481163",3
2022_19039184_02,2,86, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039185_01,2,54,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039185_02,1,54,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"841,346959481163",3
2022_19039185_03,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"978,434296519655",3
2022_19039185_04,2,14,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"867,503146344535",3
2022_19039185_05,2,66,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039187_01,1,51, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"841,346959481163",3
2022_19039187_02,2,51, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039187_03,1,28, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"978,434296519655",3
2022_19039187_04,2,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1060,217356486",3
2022_19039187_05,2,21, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1060,217356486",3
2022_19039187_06,2,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"867,503146344535",3
2022_19039189_01,2,55, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"727,26224122163",3
2022_19039189_02,1,18,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1021,28942975773",3
2022_19039193_01,1,72, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"841,346959481163",3
2022_19039193_02,1,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"978,434296519655",3
2022_19039193_03,2,36, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1060,217356486",3
2022_19039193_04,2,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"867,503146344535",3
2022_19039193_05,1,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1021,28942975773",3
2022_19039194_01,1,51,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"2197,26772900214",3
2022_19039195_01,1,50,56,19,19 NUEVO LEÓN,39,039 MONTERREY,"2197,26772900214",3
2022_19039195_02,2,47, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1899,3232639047",3
2022_19039195_03,1,24, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2555,28599760713",3
2022_19039195_04,1,21, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2555,28599760713",3
2022_19039195_05,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2667,20676967977",3
2022_19039195_06,1,16,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"2667,20676967977",3
2022_19039196_01,2,74,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1899,3232639047",3
2022_19039196_02,2,76,44,19,19 NUEVO LEÓN,39,039 MONTERREY,"1899,3232639047",3
2022_19039198_01,2,56, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1899,3232639047",3
2022_19039198_02,1,52, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2197,26772900214",3
2022_19039198_03,1,60, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2197,26772900214",3
2022_19039200_01,2,79,2,19,19 NUEVO LEÓN,39,039 MONTERREY,"1899,3232639047",3
2022_19039202_01,1,54,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1087,53419787122",3
2022_19039204_01,1,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1264,73477540275",3
2022_19039204_02,2,39, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1370,44844503412",3
2022_19039204_03,1,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1320,12978506614",3
2022_19039204_04,1,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1571,91178120833",3
2022_19039205_01,1,70, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1087,53419787122",3
2022_19039205_02,2,63, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"940,067054662835",3
2022_19039205_03,2,32, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1370,44844503412",3
2022_19039205_04,2,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1121,34396847688",3
2022_19039207_01,2,63,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"940,067054662835",3
2022_19039207_02,1,42, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1264,73477540275",3
2022_19039207_03,1,11, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1320,12978506614",3
2022_19039208_01,1,68,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"913,75378872136",3
2022_19039208_02,2,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"789,850870466158",3
2022_19039208_03,1,19, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1109,18221704597",3
2022_19039208_04,2,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"942,160992878428",3
2022_19039209_01,1,60, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"913,75378872136",3
2022_19039209_02,2,57, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"789,850870466158",3
2022_19039209_03,2,27, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1151,46030474116",3
2022_19039210_01,2,72,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"789,850870466158",3
2022_19039210_02,2,49,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"789,850870466158",3
2022_19039210_03,1,23, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1062,63894506862",3
2022_19039210_04,2,18,55,19,19 NUEVO LEÓN,39,039 MONTERREY,"942,160992878428",3
